gap_id,filename,current_status,current_completion,verdict,recommended_action,evidence_summary,related_gaps,notes
GAP-244,closed/GAP-244-created-by-column-type-mismatch.md,🟢 DONE 2026-04-28 — Path,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-04-28 — Path ; last_log=2026-04-28,,
GAP-268b,closed/GAP-268b-teacher-e2e-spec.md,🟢 DONE 2026-05-10 — Wave,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-10 — Wave ; last_log=2026-05-10,,
GAP-462,closed/GAP-462-phase-4-milestone-audit-suite.md,🟢 DONE 2026-05-11 (Wave 54,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-11 (Wave 54 ; last_log=2026-05-10,,
GAP-065,closed/GAP-065-migration-chain-not-fresh-deploy-safe.md,🟢 DONE,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE ; last_log=no-log-entry,,
GAP-041,closed/GAP-041-security-hardening-injection.md,🟢 DONE (Wave 4 Sub-PR 4.2;,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE (Wave 4 Sub-PR 4.2; ; last_log=no-log-entry,,
GAP-070,closed/GAP-070-concurrent-rebrand-race-approval.md,🟢 DONE (Wave 3 Sub-PR 3.5;,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE (Wave 3 Sub-PR 3.5; ; last_log=no-log-entry,,
GAP-417,closed/GAP-417-setup-sh-jwt-secret-line-break.md,🟢 DONE 2026-05-07,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-07 ; last_log=2026-05-07,,
GAP-015,closed/GAP-015-tenant-provisioning-auto-trigger-branding.md,🟢 DONE (Wave 3 Sub-PR 3.6;,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE (Wave 3 Sub-PR 3.6; ; last_log=2026-04-26,,
GAP-090,closed/GAP-090-api-contract-tests.md,🟢 DONE,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE ; last_log=no-log-entry,,
GAP-272d,closed/GAP-272d-regenerate-quota-tracking-endpoint.md,🟢 DONE 2026-05-07 (Wave 34,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-07 (Wave 34 ; last_log=2026-05-07,,
GAP-272l,closed/GAP-272l-real-instance-lifecycle-service-integration.md,🟢 DONE 2026-05-07 (Wave 34,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-07 (Wave 34 ; last_log=2026-05-07,,
GAP-418,closed/GAP-418-kitehub-frontend-dockerfile-context-broken.md,🟢 DONE 2026-05-07,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-07 ; last_log=2026-05-07,,
GAP-089,closed/GAP-089-post-deploy-smoke-test.md,🟢 DONE,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE ; last_log=no-log-entry,,
GAP-353c,closed/GAP-353c-followup-dpo-email-notification.md,🟢 DONE 2026-05-09 (Wave 48,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-09 (Wave 48 ; last_log=2026-05-09,,
GAP-107,closed/GAP-107-ai-provider-rules-reference-nonexistent-classes.md,🟢 DONE (FALSE POSITIVE —,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE (FALSE POSITIVE — ; last_log=no-log-entry,,
GAP-170,closed/GAP-170-gap-reports-review-template.md,🟢 DONE (2026-04-20; Wave 8b,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE (2026-04-20; Wave 8b ; last_log=2026-04-20,,
GAP-458,closed/GAP-458-kitehub-me-domain-decision.md,🟢 DONE 2026-05-09 — runbo,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-09 — runbo ; last_log=2026-05-09,,
GAP-321b-1,closed/GAP-321b-1-conduct-incident-visibility.md,🟢 DONE 2026-05-05,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-05 ; last_log=2026-05-04,GAP-321b,GAP-321b.1 conduct subtopic; CSV has parent + sibling fees/notifications subtopics OPEN; conduct DONE Wave 18b3 archive
GAP-009,closed/GAP-009-instance-provisioning-lifecycle.md,🟢 DONE (Wave 2 Sub-PR 2.5;,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE (Wave 2 Sub-PR 2.5; ; last_log=2026-04-26,,
GAP-448,closed/GAP-448-vercel-ignore-command-docs-only-prs.md,🟢 DONE 2026-05-08 (shipped,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-08 (shipped ; last_log=2026-05-08,,
GAP-251,closed/GAP-251-skill-conventions-ci-lint.md,🟢 DONE 2026-04-28 — scrip,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-04-28 — scrip ; last_log=2026-04-28,,
GAP-091,closed/GAP-091-email-idempotency-guard.md,🟢 DONE,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE ; last_log=no-log-entry,,
GAP-265,closed/GAP-265-ui-kits-hook-ci-enforcement.md,🟢 DONE 2026-04-29 — Tier,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-04-29 — Tier ; last_log=2026-04-29,,
GAP-096,closed/GAP-096-email-admin-controls.md,🟢 DONE,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE ; last_log=no-log-entry,,
GAP-172,closed/GAP-172-architecture-adr-process.md,🟢 DONE,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE ; last_log=2026-04-20,,
GAP-290,closed/GAP-290-recurring-class-generator.md,🟢 DONE 2026-05-04 — Wave,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-04 — Wave ; last_log=2026-05-04,,
GAP-459,closed/GAP-459-activate-resubmit-prep.md,🟢 DONE 2026-05-11 — Phase,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-11 — Phase ; last_log=2026-05-10,,
GAP-453,closed/GAP-453-e2e-phase-b-docker-compose-in-ci.md,🟢 DONE 2026-05-09 — both,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-09 — both ; last_log=2026-05-09,,
GAP-205,closed/GAP-205-ci-history-retention-automation.md,🟢 DONE — Stages A-D compl,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE — Stages A-D compl ; last_log=2026-04-24,,
GAP-386,closed/GAP-386-quality-gate-threshold-hardcoded.md,🟢 DONE 2026-05-08 — Wave,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-08 — Wave ; last_log=2026-05-08,,
GAP-393,closed/GAP-393-wave-34-perf-p1-cluster.md,🟢 DONE 2026-05-07 (Wave 36,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-07 (Wave 36 ; last_log=2026-05-07,,
GAP-452,closed/GAP-452-secrets-management-runbook-split.md,🟢 DONE 2026-05-11,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-11 ; last_log=2026-05-08,,
GAP-383,closed/GAP-383-worktree-prune-detached-head-bug.md,🟢 DONE 2026-05-07,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-07 ; last_log=2026-05-07,,
GAP-410,closed/GAP-410-wsl2-wslconfig-memory-cap.md,🟢 DONE 2026-05-07 (Wave 37,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-07 (Wave 37 ; last_log=2026-05-07,,
GAP-132,closed/GAP-132-enablecaching-missing-kitehub-services.md,🟢 DONE — all kitehub Spri,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE — all kitehub Spri ; last_log=no-log-entry,,
GAP-042,closed/GAP-042-legal-ip-protection.md,🟢 DONE (Wave 4 Sub-PR 4.3;,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE (Wave 4 Sub-PR 4.3; ; last_log=no-log-entry,,
GAP-085,closed/GAP-085-cross-app-consistency.md,✅ DONE,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=✅ DONE ; last_log=no-log-entry,,
GAP-390,closed/GAP-390-wave-34-api-p1-cluster.md,🟢 DONE 2026-05-07,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-07 ; last_log=2026-05-07,,
GAP-422,closed/GAP-422-shell-py-scripts-missing-exec-bit.md,🟢 DONE 2026-05-07,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-07 ; last_log=2026-05-07,,
GAP-396,closed/GAP-396-terraform-state-remote-backend.md,🟢 DONE 2026-05-09 — Wave,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-09 — Wave ; last_log=2026-05-09,,
GAP-365,closed/GAP-365-s-student-tier-1-ac-doc.md,🟢 DONE 2026-05-06 — Tier-,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-06 — Tier- ; last_log=2026-05-06,,
GAP-037,closed/GAP-037-branded-auth-flows.md,🟢 DONE (Wave 4),100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE (Wave 4) ; last_log=no-log-entry,,
GAP-190,closed/GAP-190-kitehub-seo-marketing-site.md,🟢 DONE (Wave 9-B — 2026-0,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE (Wave 9-B — 2026-0 ; last_log=no-log-entry,,
GAP-272h,closed/GAP-272h-convert-inline-mocks-to-msw-hook-pattern.md,🟢 DONE 2026-05-07 (Wave 34,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-07 (Wave 34 ; last_log=2026-05-07,,
GAP-151,closed/GAP-151-persona-acceptance-criteria-template.md,🟢 DONE — Wave Persona-AC-,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE — Wave Persona-AC- ; last_log=2026-04-30,,
GAP-013,closed/GAP-013-guided-branding-wizard-ux.md,🟢 DONE (Wave 3 Sub-PR 3.7;,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE (Wave 3 Sub-PR 3.7; ; last_log=no-log-entry,,
GAP-456,closed/GAP-456-cve-triage-2026-05-09.md,🟢 DONE 2026-05-09 — Group,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-09 — Group ; last_log=2026-05-09,,
GAP-387,closed/GAP-387-beta-signup-metric-counters-missing.md,🟢 DONE 2026-05-07 (Wave 35,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-07 (Wave 35 ; last_log=2026-05-07,,
GAP-031,closed/GAP-031-expand-wizard-inputs-beyond-logo.md,🟢 DONE (Wave 3 Sub-PR 3.7;,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE (Wave 3 Sub-PR 3.7; ; last_log=no-log-entry,,
GAP-254,closed/GAP-254-severity-rubric-two-stage-code-review.md,🟢 DONE 2026-04-28 — `## S,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-04-28 — `## S ; last_log=2026-04-28,,
GAP-078,closed/GAP-078-kitehub-dark-mode-not-switching.md,✅ DONE,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=✅ DONE ; last_log=no-log-entry,,
GAP-016,closed/GAP-016-ai-branding-v2-living-docs-impact.md,🟢 DONE 2026-04-26 — meta-,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-04-26 — meta- ; last_log=2026-04-26,,
GAP-077,closed/GAP-077-kiteclass-dev-error-overlay.md,✅ DONE,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=✅ DONE ; last_log=no-log-entry,,
GAP-230,closed/GAP-230-rule-exception-d-dispatcher-infra.md,🟢 DONE — Exception D rule,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE — Exception D rule ; last_log=2026-04-26,,
GAP-032,closed/GAP-032-branded-error-pages.md,🟢 DONE (Wave 4),100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE (Wave 4) ; last_log=no-log-entry,,
GAP-148,closed/GAP-148-br-queue-015-018-dead-cb-config.md,🟢 DONE (Wave 9-D; 2026-04-2,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE (Wave 9-D; 2026-04-2 ; last_log=no-log-entry,,
GAP-082,closed/GAP-082-migration-review-checklist.md,🟢 DONE,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE ; last_log=no-log-entry,,
GAP-083,closed/GAP-083-gap-triage-process.md,✅ DONE,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=✅ DONE ; last_log=no-log-entry,,
GAP-046,closed/GAP-046-apply-design-patterns-systematically.md,🟢 DONE — Wave 6 closed 20,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE — Wave 6 closed 20 ; last_log=2026-04-26,,
GAP-407,closed/GAP-407-docker-compose-profiles-dev.md,🟢 DONE 2026-05-07 (Wave 37,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-07 (Wave 37 ; last_log=2026-05-07,,
GAP-446,closed/GAP-446-aws-resource-scheduling-cost-saving.md,🟢 DONE 2026-05-08 — Wave,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-08 — Wave ; last_log=2026-05-08,,
GAP-222c,closed/GAP-222c-migrate-kitehub-bypasses-outbox.md,🟢 DONE 2026-04-26 — Optio,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-04-26 — Optio ; last_log=2026-04-26,,
GAP-047,closed/GAP-047-document-generation-skills.md,🟢 DONE — Wave 5 closed 20,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE — Wave 5 closed 20 ; last_log=no-log-entry,,
GAP-454,closed/GAP-454-e2e-kc-narrow-subset-investigation.md,🟢 DONE 2026-05-09 — Optio,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-09 — Optio ; last_log=2026-05-09,,
GAP-468,closed/GAP-468-spring-boot-bom-bump-fix-9-cve-built-jars.md,🟢 DONE 2026-05-11 — All 9,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-11 — All 9 ; last_log=2026-05-11,,
GAP-420,closed/GAP-420-kc-critical-journeys-scaffold-debt.md,🟢 DONE 2026-05-07,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-07 ; last_log=2026-05-07,,
GAP-416,closed/GAP-416-ollama-defer-phase-2-adr.md,🟢 DONE 2026-05-07 (Wave 37,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-07 (Wave 37 ; last_log=2026-05-07,,
GAP-253,closed/GAP-253-eval-fixtures-pilot-business-security-audit.md,🟢 DONE 2026-04-28 — 6 syn,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-04-28 — 6 syn ; last_log=2026-04-28,,
GAP-397,closed/GAP-397-terraform-plan-ci-pr-validation.md,🟢 DONE 2026-05-09 — Wave,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-09 — Wave ; last_log=2026-05-09,,
GAP-202,closed/GAP-202-repo-status-skill-security-checks.md,🟢 DONE 2026-04-21,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-04-21 ; last_log=2026-04-21,,
GAP-079,closed/GAP-079-kiteclass-i18n-gaps.md,✅ DONE,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=✅ DONE ; last_log=no-log-entry,,
GAP-404,closed/GAP-404-beta-funnel-e2e-coverage.md,🟢 DONE 2026-05-07 (Wave 37,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-07 (Wave 37 ; last_log=2026-05-07,,
GAP-103,closed/GAP-103-deploy-philosophy-aws-plugins-adr.md,🟢 DONE (2026-04-18; PR #351,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE (2026-04-18; PR #351 ; last_log=no-log-entry,,
GAP-106,closed/GAP-106-branding-routing-config-keys-missing.md,🟢 DONE (Wave 9-D; 2026-04-2,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE (Wave 9-D; 2026-04-2 ; last_log=no-log-entry,,
GAP-392,closed/GAP-392-slug-availability-n-plus-1.md,🟢 DONE 2026-05-07 (Wave 35,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-07 (Wave 35 ; last_log=2026-05-07,,
GAP-193,closed/GAP-193-session-orchestration-skill.md,🟢 DONE 2026-04-29 (Phase 1,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-04-29 (Phase 1 ; last_log=2026-04-29,,
GAP-252,closed/GAP-252-skills-index-refresh-and-drift-detection.md,🟢 DONE 2026-04-28 — index,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-04-28 — index ; last_log=2026-04-28,,
GAP-411,closed/GAP-411-aws-architecture-b-sizing-matrix.md,🟢 DONE 2026-05-07 (Wave 37,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-07 (Wave 37 ; last_log=2026-05-08,,
GAP-224,closed/GAP-224-collect-state-blocker-regex.md,🟢 DONE 2026-04-29,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-04-29 ; last_log=2026-04-29,,
GAP-378,closed/GAP-378-rollback-procedure-runbook.md,🟢 DONE 2026-05-06 — runbo,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-06 — runbo ; last_log=2026-05-08,,
GAP-272j,closed/GAP-272j-iframe-preview-render-endpoint.md,🟢 DONE 2026-05-07 (Wave 34,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-07 (Wave 34 ; last_log=2026-05-07,,
GAP-388,closed/GAP-388-beta-security-p1-cluster.md,🟢 DONE 2026-05-07 (Wave 36,100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=🟢 DONE 2026-05-07 (Wave 36 ; last_log=2026-05-07,,
GAP-002,closed/GAP-002-ai-async-pipeline.md,✅ DONE (Wave 3; 2026-04-18),100,LEGACY_ARCHIVE,Keep as-is (pre-CSV-migration grandfathered per gap-folder-organization.md v2.0.0),Status=✅ DONE (Wave 3; 2026-04-18) ; last_log=no-log-entry,,
