gap_id,filename,current_status,current_completion,verdict,recommended_action,evidence_summary,related_gaps,notes
GAP-154,unclassified/GAP-154-brd-scope-expansion-umbrella.md,OPEN,0,KEEP_CURRENT,Umbrella for BRD docs; sub-gaps GAP-180..186 PARTIAL Phase 1 + Phase 2 pending-legal,22 missing BRD docs; 7 P0 sub-gaps Phase 1 skeletons shipped via Wave Legal-BRD Phase 1,GAP-180 GAP-181 GAP-182 GAP-183 GAP-184 GAP-185 GAP-186,Umbrella tracking
GAP-156,unclassified/GAP-156-business-rules-compliance-audit.md,PENDING,0,KEEP_CURRENT,Awaiting legal counsel engagement,Phase 2 of GAP-049; pending-legal-2026-05-11; rule shipped 2026-04-29,GAP-049,Blocked on external resource
GAP-195,unclassified/GAP-195-starter-kit-bulk-retro-sync.md,PARTIAL,50,KEEP_CURRENT,Phase 2b = GAP-262 follow-up,Phase 1 tooling + runbook DONE 2026-04-20; Phase 2a triage DONE; Phase 2b → GAP-262,GAP-262,Proper sub-PR split
GAP-198,unclassified/GAP-198-fe-be-mock-contract-tests.md,PARTIAL,50,KEEP_CURRENT,Phase 2 implementation pending; not blocking,Phase 1 ADR + pilot plan DONE 2026-04-20; complements GAP-090 producer-side DONE,GAP-090,Quality hardening; can defer
GAP-219,unclassified/GAP-219-wave5-audit-followups-p1-p2.md,OPEN,0,KEEP_CURRENT,Umbrella tracking 13 P1/P2 items; split per opportunistic fix wave,Wave 5 audit aggregate; not GA-blocker,GAP-210 GAP-217,Umbrella per audit-to-gap-pipeline §3
GAP-221,unclassified/GAP-221-gitnexus-pilot-evaluation.md,OPEN,0,KEEP_CURRENT,Pilot evaluation pending capacity,P2 Meta — force-multiplier candidate; pilot before adoption,,Tooling investigation
GAP-245,unclassified/GAP-245-ci-enforce-ide-warnings.md,PARTIAL,50,KEEP_CURRENT,Phase 1 shipped; Phase 2 = GAP-261,Wave Meta-Gov 2 Cluster 6 shipped strict-warnings profile,GAP-261,Clean split
GAP-256,unclassified/GAP-256-rule-read-readme-before-grep.md,OPEN,0,KEEP_CURRENT,Conditional on GAP-255 README freshness; deferred until steady-state,P2 Meta rule conditional on GAP-255 baseline; navigation discipline,GAP-255,Premature-rule guard active
GAP-261,unclassified/GAP-261-werror-flipday.md,OPEN,0,KEEP_CURRENT,Phase 2 of GAP-245 burndown work,Filed alongside GAP-245 Phase 1 closure — Werror flip pending burndown,GAP-245,Tech debt deferred
GAP-262,unclassified/GAP-262-starter-kit-upstream-retro-sync-pr.md,PARTIAL,50,KEEP_CURRENT,PR 1 merged; PR 2/3 deferred per Q3=C decision,Phase 2b cross-repo PR work — rules PR merged; skills PRs deferred,GAP-195,Cross-repo work
GAP-283,unclassified/GAP-283-dependabot-pre-mvp-lock-resume-post-mvp.md,OPEN,0,KEEP_CURRENT,Resume post-MVP; defer until Phase 2,Pre-MVP lock to patch-only; resume minor bumps post-Phase-1 BETA stable,,Process discipline
GAP-357,unclassified/GAP-357-deprecated-exception-ctors-warning-sweep.md,PARTIAL,50,KEEP_CURRENT,Phase 1a shipped 2026-05-06; rest in post-Wave-23 wave-pack,~17 modules ~150 keys remaining; non-blocking tech debt,,Tech debt backlog
GAP-358,unclassified/GAP-358-dev-workstation-server-migration-oracle-cloud.md,OPEN,0,KEEP_CURRENT,DX improvement; defer until between waves,WSL2 stability incidents — Oracle Cloud migration candidate; not blocking,,Personal dev workflow
GAP-366,unclassified/GAP-366-frontend-standards-kit-as-source-of-truth.md,OPEN,0,KEEP_CURRENT,Track for Track 2 port readiness; P1 Meta,frontend-standards.md missing ui_kits/ source-of-truth reference; pairs with GAP-367,GAP-367,Meta P1 — force-multiplier for FE PRs
GAP-367,unclassified/GAP-367-kit-production-parity-skill.md,OPEN,0,KEEP_CURRENT,Track for Track 2 port readiness; P1 Meta,Skill quality/kit-production-parity needed; 4-layer parity check,GAP-366,Meta P1
GAP-438,unclassified/GAP-438-agent-aws-access-workflow.md,OPEN,0,UPDATE_SCOPE,Phase 1+3 shipped per body — flip to PARTIAL ≥50%,agent-aws-access.md exists in rules dir; Phase 1 rule + Phase 3 first artifact shipped 2026-05-08,GAP-103,Body says Phase 1+3 shipped; CSV still OPEN — needs status sync
GAP-441,unclassified/GAP-441-per-service-pom-override-hygiene.md,OPEN,0,KEEP_CURRENT,Defer to Spring Boot bump session,P2 — centralized BOM cleanup; opportunistic,,Tech debt
GAP-449,unclassified/GAP-449-terraform-apply-workflow-dispatch-rule-revise.md,PARTIAL,30,KEEP_CURRENT,Wave 61 Bucket A confirmed; pending GAP-446/447 verify,Rule §9 revised; workflow_dispatch path eligible Tier 3,GAP-446 GAP-447,Carry-forward
GAP-451,unclassified/GAP-451-spring-boot-3-5-x-no-newer-patch-await-upstream.md,OPEN,0,KEEP_CURRENT,Awaiting upstream 3.5.15+,Wave 86 Bucket B re-confirmed 3.5.14 still latest,GAP-440,External dependency block
GAP-461,unclassified/GAP-461-rule-brand-clearance-pre-domain.md,OPEN,0,KEEP_CURRENT,Meta rule not yet shipped — brand-clearance.md absent from .claude/rules/,grep .claude/rules/ shows no brand-clearance file; rule still TBD,GAP-458 GAP-460,Meta P1 — rule pending implementation
GAP-485,unclassified/GAP-485-csv-canonical-for-meta-enumerations.md,PARTIAL,55,KEEP_CURRENT,Tier 3 = GAP-490,Wave 65 Bucket C Tier 1+2 shipped (ADR + Rules CSVs); Tier 3 deferred,GAP-490,Clean phased delivery
GAP-489,unclassified/GAP-489-memory-architecture-multi-wsl-sync.md,OPEN,0,KEEP_CURRENT,Design decision pending,User design question — 3 options trade-off; awaiting decision,,Design discussion
GAP-490,unclassified/GAP-490-csv-canonical-skills-audits-tier3.md,OPEN,0,KEEP_CURRENT,Tier 3 follow-up to GAP-485,Skills + Audits indexes ~4.5h work; Wave 66+ candidate,GAP-485,Phased deferral
GAP-496,unclassified/GAP-496-csv-closed-folder-bulk-migrate.md,OPEN,0,KEEP_CURRENT,Mechanical migration script extend,194 closed gap rows missing from CSV; query-gaps.sh blind for closed gaps,GAP-372,Coverage gap
GAP-497,unclassified/GAP-497-aws-credits-strategy-post-activate-rejection.md,OPEN,0,KEEP_CURRENT,Decision needed — re-apply post entity OR backup providers,2x rejection; Free Tier covers Phase 1 BETA; non-blocking,GAP-612,Business decision
GAP-615,unclassified/GAP-615-wave-86-process-retro-pr-cascade-prevention.md,OPEN,0,KEEP_CURRENT,Wave 86 retro — 4 rule extensions needed,P1 Meta — codify 5 anti-patterns; pairs with parallel agent strategy,,Meta-governance
GAP-624,unclassified/GAP-624-rule-count-ceiling-consolidation-review.md,OPEN,0,KEEP_CURRENT,Quarterly consolidation review trigger,68/75 rules INFO band; WARN at 76; pre-emptive consolidation per rule README,,Meta hygiene
GAP-645,unclassified/GAP-645-wave-96-gap-folder-reorg-phase-subdirs.md,PARTIAL,30,KEEP_CURRENT,Bucket A audit DONE; B/C/D queued,Wave 95 PR1.5 v2.0.0 ship + outside-in audit DONE; remaining buckets queued PR2/PR3,,Active Wave work
GAP-023,phase-1.5-paid/GAP-023-admin-moderation-tools.md,OPEN,0,KEEP_CURRENT,Phase 1.5+ admin moderation,AI Branding compliance moderation tools for admin role; deferrable post-BETA,GAP-040,Phase 1.5 paid-tier feature
GAP-108,phase-1.5-paid/GAP-108-payment-invoice-config-hardcoded.md,OPEN,0,KEEP_CURRENT,Wave 93 scope refined — QR display + reconcile only,12 keys re-scoped to QR display metadata + reconcile; VAT keys → GAP-634; processor → GAP-633,GAP-634 GAP-633,Re-scoped to payment foundation
GAP-110,phase-1.5-paid/GAP-110-ollama-model-inter-service-inconsistent.md,OPEN,0,KEEP_CURRENT,Defer to paid AI rollout,P2 AI provider config inconsistency,,Low priority sync
GAP-125,phase-1.5-paid/GAP-125-canary-deployment-infra.md,OPEN,0,KEEP_CURRENT,Phase 1.5+ canary infra,P2 helm chart canary support; helm not yet in production path,,Deployment maturation
GAP-180,phase-1.5-paid/GAP-180-terms-of-service.md,PARTIAL,50,KEEP_CURRENT,Phase 2 awaiting legal counsel,Phase 1 skeleton shipped PR #689; Phase 2 pending-legal,GAP-154,Legal block
GAP-181,phase-1.5-paid/GAP-181-acceptable-use-policy.md,PARTIAL,50,KEEP_CURRENT,Phase 2 awaiting legal counsel,Phase 1 skeleton shipped PR #688,GAP-154 GAP-018,Legal block
GAP-182,phase-1.5-paid/GAP-182-privacy-policy.md,PENDING,0,KEEP_CURRENT,Awaiting legal counsel — PDPL hard deadline 2026-07-01,pending-legal-2026-05-11 critical path; Phase 1 skeleton shipped PR #691,GAP-154,Critical legal block
GAP-183,phase-1.5-paid/GAP-183-refund-dispute-resolution-policy.md,PARTIAL,50,KEEP_CURRENT,Wave 93 scope refined to high-level policy,Phase 1 skeleton shipped PR #694; Wave 93 audit re-scoped self-build → manual SOP; implementation → GAP-629,GAP-629 GAP-630 GAP-154,Re-scoped via Wave 93 outside-in
GAP-184,phase-1.5-paid/GAP-184-data-retention-deletion-policy.md,PENDING,0,KEEP_CURRENT,Awaiting legal counsel,Phase 1 skeleton shipped PR #690; PDPL Art 6 mandate,GAP-108 GAP-154,Legal block
GAP-185,phase-1.5-paid/GAP-185-billing-terms-vat-tct-compliance.md,PENDING,0,KEEP_CURRENT,Wave 93 scope refined — high-level Billing Terms only; integration → GAP-634,Self-build VAT rejected Wave 93; partnership pivot,GAP-634 GAP-108 GAP-154,Re-scoped via Wave 93
GAP-186,phase-1.5-paid/GAP-186-child-protection-policy.md,PENDING,0,KEEP_CURRENT,Awaiting legal counsel — gates K-12 P5 persona,Phase 1 skeleton shipped PR #696; strategic blocker P5 K-12,GAP-154,Legal block
GAP-192,phase-1.5-paid/GAP-192-trial-to-paid-zero-downtime-migration.md,PARTIAL,50,KEEP_CURRENT,Phase 4c FE integration remaining,Phase 3 design + Phase 4a/b backend shipped 2026-04-21; only FE integration left,,Active backend feature
GAP-201,phase-1.5-paid/GAP-201-tenant-off-boarding-runbook.md,PARTIAL,50,KEEP_CURRENT,Phase 1 design DONE; Phase 2 implementation pending,Wave 8b meta — design shipped; implementation in Phase 1.5+,GAP-073 GAP-184,Churn-journey ops
GAP-259,phase-1.5-paid/GAP-259-gateway-rate-limit-tenant-key.md,PARTIAL,50,KEEP_CURRENT,Tier-multiplier + remaining routes = GAP-260,Resolvers + metrics + branding route shipped; rest in GAP-260,GAP-260 GAP-581,Clean split
GAP-260,phase-1.5-paid/GAP-260-gateway-tier-multiplier-enforcement.md,OPEN,0,KEEP_CURRENT,Phase 1.5+ remaining route + tier coverage,P2 — depends on Redis Lua extension; non-trivial,GAP-259,Follow-up
GAP-301,phase-1.5-paid/GAP-301-tenant-data-export-bundle-completeness.md,PENDING,0,KEEP_CURRENT,Awaiting legal counsel — DSAR scope,pending-legal-2026-05-11 PDPL Art 15; not blocking BETA,,Compliance block
GAP-472,phase-1.5-paid/GAP-472-gateway-security-headers-filter-parity.md,PARTIAL,75,KEEP_CURRENT,Code + tests shipped; live curl probe deferred to post-cutover audit,Wave 61 Bucket E shipped headers filter; live verify in Wave 62 post Bucket A DNS cutover,,Active deploy
GAP-478,phase-1.5-paid/GAP-478-external-secrets-v1-bump.md,OPEN,0,KEEP_CURRENT,Mechanical helm template bump,Wave 64 Bucket D audit follow-up; gates Phase 2 EKS,,Phase 1.5+ prep
GAP-577,phase-1.5-paid/GAP-577-platform-admin-hardening-wave-86.md,OPEN,0,KEEP_CURRENT,Phase 1.5+ admin hardening; chặn GA Phase 2,P0 phase-1.5 — MFA + IP allowlist + 30min session + immutable audit,GAP-578 GAP-625,Critical paid-tier security
GAP-578,phase-1.5-paid/GAP-578-p2-owner-2fa-mandatory.md,OPEN,0,KEEP_CURRENT,Phase 1.5a sequential pair with GAP-625 KYC,Wave 93 user decision — Wave 86 defer rescinded; trust + paid expectation priority,GAP-625 GAP-577,Phase 1.5a P0
GAP-581,phase-1.5-paid/GAP-581-per-tenant-rate-limit.md,WONTFIX,0,KEEP_CURRENT,No action — DUPLICATE of GAP-259 merged Wave 93,Wave 93 §7.2 row 1 user decision — DUPLICATE; canonical scope retained GAP-259 + GAP-260,GAP-259 GAP-260,Closed as DUPLICATE
GAP-593,phase-1.5-paid/GAP-593-most-popular-pricing-badge-ux.md,OPEN,0,KEEP_CURRENT,Defer Wave 87+ Phase 1.5,P3 UX enhancement; not blocking rc1,,Polish
GAP-594,phase-1.5-paid/GAP-594-refund-policy-30-day-money-back.md,OPEN,0,KEEP_CURRENT,Wave 93 paired with GAP-183 + GAP-629 + GAP-630,Post-rc1 v1.0.0 GA refund handling,GAP-183 GAP-629 GAP-630,Re-scoped Wave 93
GAP-616,phase-1.5-paid/GAP-616-uptime-monitoring-external.md,OPEN,0,KEEP_CURRENT,Phase 1.5+ candidate post-tenant onboard,BetterStack free tier recommend; carry-forward Wave 90 ROADMAP,GAP-612,Long-term observability
GAP-617,phase-1.5-paid/GAP-617-disaster-recovery-plan.md,OPEN,0,KEEP_CURRENT,P3 defer until 5+ tenant live,Single-region single-account blast radius surfaced via GAP-612,GAP-257 GAP-612,Long-term BCDR
GAP-618,phase-1.5-paid/GAP-618-aws-health-dashboard-daily-check.md,OPEN,0,KEEP_CURRENT,Phase 1.5+ solo-dev acceptable manual check,Surfaced from GAP-612 lesson-learned,GAP-612,Proactive observability
GAP-625,phase-1.5-paid/GAP-625-qr-payment-foundation-kyc-multi-tenant-binding.md,OPEN,0,KEEP_CURRENT,Wave 93 P0 foundation — combo atomic ship,P0 Phase 1.5 PAID launch block,GAP-626 GAP-627 GAP-632,Phase 1.5a foundation
GAP-626,phase-1.5-paid/GAP-626-qr-payment-pdpl-pii-handling.md,OPEN,0,KEEP_CURRENT,P0 PDPL Nghị định 13/2023 Art 11+17,DPA addendum + PH consent + retention + DSAR,GAP-625 GAP-184,Phase 1.5a compliance
GAP-627,phase-1.5-paid/GAP-627-payment-amount-mismatch-detection.md,OPEN,0,KEEP_CURRENT,P0 TOP-3 persona friction,Owner UI actual amount input + PENDING_BALANCE status,GAP-625 GAP-628,Phase 1.5a UX
GAP-628,phase-1.5-paid/GAP-628-qr-batch-reconcile-api.md,OPEN,0,KEEP_CURRENT,P1 monthly closing P2 owner blocker solved,Batch API + CSV import fuzzy-match 6 VN bank formats; webhook GAP-636 supersedes for Phase 1.5b,GAP-636 GAP-625,Phase 1.5a
GAP-629,phase-1.5-paid/GAP-629-qr-refund-workflow-sop.md,OPEN,0,KEEP_CURRENT,P1 manual Owner-side SOP; replaces GAP-183 self-build,Manual refund out-of-band tracked in KiteHub; KiteHub stays non-PSP,GAP-183 GAP-630,Re-scoped pivot
GAP-630,phase-1.5-paid/GAP-630-qr-evidence-receipt-storage.md,OPEN,0,KEEP_CURRENT,P1 MinIO + SHA-256 hash + 7-year retention,VN tax audit retention + PDPL-redacted metadata,GAP-629 GAP-625,Evidence infra
GAP-631,phase-1.5-paid/GAP-631-qr-account-verification-refresh.md,OPEN,0,KEEP_CURRENT,P1 quarterly Owner self-attestation,30-day dual-QR grace; PH batch notification on rotation,GAP-625,Account lifecycle
GAP-632,phase-1.5-paid/GAP-632-qr-manual-mark-paid-audit-trail.md,OPEN,0,KEEP_CURRENT,P1 Redis idempotency + DB UNIQUE + manager approval ≥500k,Prevents double-payment + anti-fraud,GAP-625 GAP-630,Audit trail
GAP-634,phase-1.5-paid/GAP-634-misa-meinvoice-partnership-vat-einvoice.md,OPEN,0,KEEP_CURRENT,P2 partnership pivot replacing self-build VAT,Wave 93 re-scope GAP-185 self-build → MISA partnership; Phase 1.5b candidate,GAP-185 GAP-156,Re-scoped Wave 93
GAP-636,phase-1.5-paid/GAP-636-casso-sepay-webhook-integration-investigation.md,OPEN,0,KEEP_CURRENT,P1 Phase 1.5b auto-reconcile pivot replacing OCR,Wave 93 OCR audit OVERRIDE — Casso/SePay webhook pattern industry standard,GAP-628,Re-scoped Wave 93
GAP-643,phase-1.5-paid/GAP-643-sessionstorage-xss-httponly-cookie-option.md,OPEN,0,KEEP_CURRENT,P2 Phase 1.5+ XSS hardening upgrade,Wave 92 Security audit v2 NEW finding,GAP-625 GAP-578,Security upgrade
