gap_id,filename,current_status,current_completion,verdict,recommended_action,evidence_summary,related_gaps,notes
GAP-432,phase-1-beta/closed/GAP-432-unbounded-findall-services.md,PARTIAL,60,FALSE_DONE,Revert to PARTIAL — file misplaced in closed/,"Status reads PARTIAL; AC 3/5 [x] + 2 [ ] with 'deferred Phase 2'+'pending audit cycle'; Log explicitly states PARTIAL not DONE per gap-done-discipline §3",,Filesystem mismatch with header; AC has banned phrase 'deferred Phase 2'
GAP-437,phase-1-beta/closed/GAP-437-aws-observability-baseline.md,PARTIAL,50,FALSE_DONE,Revert to PARTIAL — file misplaced in closed/,"Status header explicitly PARTIAL (Phase 1 DONE; Phase 2-3 apply pending coordinator); AC 0/8 [x]; Wave 84 Bucket A terraform plan ready but not applied",,Filesystem placement contradicts header
GAP-465,phase-1-beta/closed/GAP-465-helm-k8s-artifacts-validation-pre-phase-1-5-migration.md,OPEN,0,FALSE_DONE,Revert to OPEN — file misplaced in closed/,"Status reads 🔵 OPEN; AC 0/7 [x]; Filed 2026-05-11 with explicit 'Defer Wave 55+ scope' instruction; clearly not closed",,Filesystem placement error
GAP-476,phase-1-beta/closed/GAP-476-flyway-migration-http-endpoint.md,DONE,100,ORPHAN_LOG,Keep DONE; backfill AC checkboxes,"Status DONE 2026-05-11 (Wave 64 Bucket C PR #1195); AC 0/5 [x] but Log claims shipped; AC checkboxes never flipped",GAP-475,Mechanical miss — AC boxes not flipped after merge
GAP-480,phase-1-beta/closed/GAP-480-beta-invitation-flow-undefined.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 5/5 [x]; Wave 78 Bucket D runbook shipped; CSV synced",,Clean closure
GAP-482,phase-1-beta/closed/GAP-482-deploy-workflow-iam-tag-and-hardcoded-instance.md,DONE,100,ORPHAN_LOG,Keep DONE; backfill AC checkboxes,"Status DONE 2026-05-13 with deploy run cited HTTP 200 healthy; AC 0/7 [x] — Log narratively claims functional E2E verified but AC not flipped",GAP-498,Audit log cites deploy run 25776387051
GAP-483,phase-1-beta/closed/GAP-483-ec2-user-data-bootstrap-missing-git-repo.md,DONE,100,AMBIGUOUS_DONE,Audit needed — verify Wave 65 user_data change shipped,"Status DONE 2026-05-12 Wave 65; AC 2/4 [x] + 2/4 [ ]; Log thin on verification",GAP-482,Half AC checked
GAP-484,phase-1-beta/closed/GAP-484-java-services-otel-autoconfig-crash.md,DONE,100,AMBIGUOUS_DONE,Audit needed — verify 7 services OTel fix shipped,"Status DONE Wave 65 Bucket D; AC 2/4 [x] + 2/4 [ ] (production deploy verification deferred per release-deploy-standard §9)",GAP-569,Deploy verification deferred to human
GAP-491,phase-1-beta/closed/GAP-491-ssm-cloudwatch-log-streaming.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 6/6 [x]; Wave 65 Phase 1+2+3 shipped; deploy run 25748003956 verified live",,Clean closure with run ID
GAP-492,phase-1-beta/closed/GAP-492-stop-start-stack-stale-instance-ids.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 5/5 [x]; dynamic tag lookup verified dry-run; Wave 65",GAP-482,Clean closure
GAP-493,phase-1-beta/closed/GAP-493-container-crash-restart-on-deploy.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 5/5 [x]; Path A+B shipped Wave 66 Bucket A; preflight job + IAM extension verified",,Pre-mutation audit cited
GAP-498,phase-1-beta/closed/GAP-498-deploy-workflow-poll-redesign-alb-health.md,DONE,100,ORPHAN_LOG,Keep DONE; backfill AC checkboxes,"Status DONE 2026-05-13 E2E verified via deploy run 25777744962; AC 0/5 [x] not flipped",GAP-482;GAP-491,Run ID 25777744962 evidence cited
GAP-499,phase-1-beta/closed/GAP-499-wave-67-seed-prerequisites.md,PARTIAL,57,FALSE_DONE,Revert to PARTIAL — file misplaced in closed/,"Status header reads PARTIAL; AC 4/7 [x] + 3/7 [ ] (user trigger workflow_dispatch + verify pending)",GAP-376;GAP-500,Filesystem mismatch
GAP-500,phase-1-beta/closed/GAP-500-seed-runner-activation-debug.md,OPEN,0,FALSE_DONE,Revert to OPEN — file misplaced in closed/,"Status header explicitly OPEN; AC 0/4 [x]; Log says '5-retry budget exhausted... STOP-AND-REDESIGN per release-fix-retry-budget §3 next session'",GAP-499,Should be OPEN; clearly not done
GAP-501,phase-1-beta/closed/GAP-501-alb-kc-app-tg-drift-post-vercel-pivot.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 6/6 [x]; terraform apply run 25783192647 destroyed 3 resources; smoke verified",,Clean closure with run ID
GAP-504,phase-1-beta/closed/GAP-504-rabbit-user-provisioning-self-heal.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 5/5 [x]; verified end-to-end post-merge re-deploy",GAP-502,Clean
GAP-505,phase-1-beta/closed/GAP-505-compose-healthcheck-port-mismatch-be-services.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 4/4 [x]; docker inspect verified",GAP-502,Clean
GAP-507,phase-1-beta/closed/GAP-507-cors-production-origins-missing.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 5/5 [x]; PR #1266 cited",GAP-508,Clean
GAP-509,phase-1-beta/closed/GAP-509-gateway-routing-auth-admin-v1.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 4/4 [x]; Wave 71 Plan 1 Bước 2 verified end-to-end HTTP 201 + DB row",,Clean
GAP-510,phase-1-beta/closed/GAP-510-server-port-8080-unify.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 4/4 [x]; Deploy v0.9.0-beta-staging.12 verified",,Clean
GAP-511,phase-1-beta/closed/GAP-511-spring-profile-production-rename.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 4/4 [x]; closure at Wave retrospective",,Clean
GAP-512,phase-1-beta/closed/GAP-512-gateway-routing-scope-extension-wave-71b.md,OPEN,0,FALSE_DONE,Revert to OPEN — file misplaced in closed/,"Status header explicitly OPEN; AC 0/5 [x]; Log says Plan 1 remaining steps depend on this fix",,Should be OPEN; clearly not closed
GAP-513,phase-1-beta/closed/GAP-513-resend-manual-provisioning-user-action.md,OPEN,0,FALSE_DONE,Revert to OPEN — file misplaced in closed/,"Status header explicitly OPEN (user-action); AC 0/4 [x]; awaits user provisioning",GAP-370,Should be OPEN
GAP-515,phase-1-beta/closed/GAP-515-account-lockout-missing.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 5/5 [x]; BE Wave 72a Bucket B PR #1287 + FE Wave 78 Bucket C combined",,Clean
GAP-522,phase-1-beta/closed/GAP-522-security-audit-all-categories-rubric.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 4/4 [x]; Wave 72a Bucket E 4 sister rules shipped",GAP-523,Clean
GAP-523,phase-1-beta/closed/GAP-523-audit-skill-rubric-review-wave.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 3/3 [x]; Wave 72b Bucket E 6 sister rules + SKILL.md edits",GAP-522,Clean
GAP-524,phase-1-beta/closed/GAP-524-pre-handoff-additional-flow-classes.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 2/2 [x]; Wave 72b Bucket E pre-handoff rule v1.1.0",,Clean
GAP-525,phase-1-beta/closed/GAP-525-rotate-credentials-leaked-session-2026-05-13.md,PARTIAL,85,FALSE_DONE,Revert to PARTIAL — file misplaced in closed/,"Status header explicitly 'PARTIAL 85%'; AC 5/12 [x] + 7/12 [ ] (user executes rotation outside Claude)",,Filesystem mismatch
GAP-526,phase-1-beta/closed/GAP-526-admin-ui-subpages-verify.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 4/4 [x]; Wave 72b Bucket D code-path verify; 36/36 tests pass",GAP-528,Clean
GAP-528,phase-1-beta/closed/GAP-528-wave-73-bucket-b-hooks-deterministic-enforcement.md,DONE,100,ORPHAN_LOG,Keep DONE; backfill AC checkboxes,"Status DONE; AC 0/8 [x]; Log claims '3 hook files shipped; 30/30 unittest pass' — AC not flipped",,Wave 73 Bucket B2 PR cited
GAP-529,phase-1-beta/closed/GAP-529-hook-trailer-scope-bug.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 8/8 [x]; Wave 75 Bucket A pre-tool-guard.py migrated per-PR scoping; 21+23+5=49 tests pass",,Clean closure with test counts
GAP-545,phase-1-beta/closed/GAP-545-dialog-focus-trap-escape-key.md,OPEN,0,ORPHAN_LOG,Keep in closed/ but fix Status to DONE; Log says Wave 79 Bucket D closure PR #1368,"Status header reads OPEN but Log says DONE Wave 79 Bucket D PR #1368; AC 0/8 [x]",,Header field not synced with Log
GAP-547,phase-1-beta/closed/GAP-547-twofactor-endpoints-undocumented-and-unversioned.md,OPEN,0,ORPHAN_LOG,Keep in closed/ but fix Status to DONE; Log says Wave 79 Bucket A PR #1365,"Status header reads OPEN but Log says DONE Wave 79 Bucket A PR #1365; AC 0/7 [x]",,Header field stale
GAP-548,phase-1-beta/closed/GAP-548-password-reset-backend-controller-missing.md,OPEN,0,ORPHAN_LOG,Keep in closed/ but fix Status to DONE; Log says Wave 79 Bucket C PR #1367,"Status header reads OPEN but Log says DONE Wave 79 Bucket C PR #1367; AC 0/8 [x]",,Header field stale
GAP-551,phase-1-beta/closed/GAP-551-feedback-endpoint-missing-gateway-rate-limit-and-tenant-context.md,OPEN,0,ORPHAN_LOG,Keep in closed/ but fix Status to DONE; Log says Wave 79 Bucket A PR #1365,"Status header reads OPEN but Log says DONE PR #1365; AC 0/6 [x]",,Header field stale
GAP-552,phase-1-beta/closed/GAP-552-securityconfig-default-allow-fallback-defense-in-depth.md,OPEN,0,ORPHAN_LOG,Keep in closed/ but fix Status to DONE; Log says Wave 79 Bucket C PR #1367,"Status header reads OPEN but Log says DONE PR #1367; AC 0/5 [x]",,Header field stale
GAP-553,phase-1-beta/closed/GAP-553-totp-cipher-and-jwt-challenge-secret-dev-default-fail-fast.md,OPEN,0,ORPHAN_LOG,Keep in closed/ but fix Status to DONE; Log says Wave 79 Bucket C PR #1367,"Status header reads OPEN but Log says DONE PR #1367; AC 0/5 [x]",,Header field stale
GAP-554,phase-1-beta/closed/GAP-554-onboarding-tenant-header-jwt-cross-check.md,OPEN,0,ORPHAN_LOG,Keep in closed/ but fix Status to DONE; Log says Wave 79 Bucket C PR #1367,"Status header reads OPEN but Log says DONE PR #1367; AC 0/5 [x]",,Header field stale
GAP-555,phase-1-beta/closed/GAP-555-wave-78-config-keys-documented-but-not-wired.md,OPEN,0,ORPHAN_LOG,Keep in closed/ but fix Status to DONE; Log says Wave 79 Bucket A PR #1365,"Status header reads OPEN but Log says DONE PR #1365 (22 @Value annotations wired); AC 0/5 [x]",,Header field stale
GAP-556,phase-1-beta/closed/GAP-556-support-domain-rules-md-misleading-be-not-implemented.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 5/5 [x]; Wave 79 Bucket E scope clarification shipped across 3 files",GAP-040,Clean
GAP-557,phase-1-beta/closed/GAP-557-wave-78-use-cases-missing-br-refs-admin-role-compat-not-documented.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 5/5 [x]; Wave 79 Bucket E BR refs added + BR-AUTH-011 shipped",,Clean
GAP-558,phase-1-beta/closed/GAP-558-cookie-consent-banner-pdpl-public-site.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 7/7 [x]; Wave 83 Bucket E analytics gate + footer link; fix-time state-check cited",GAP-353;GAP-368,Clean with fix-time state-check
GAP-559,phase-1-beta/closed/GAP-559-onboarding-dashboard-cta-sidebar-nav.md,OPEN,0,ORPHAN_LOG,Keep in closed/ but fix Status to DONE; Log says Wave 79 Bucket D PR #1368,"Status header reads OPEN but Log says DONE PR #1368; AC 0/7 [x]",,Header field stale
GAP-560,phase-1-beta/closed/GAP-560-beta-disclaimer-banner-specificity-data-reset-policy.md,OPEN,0,ORPHAN_LOG,Keep in closed/ but fix Status to DONE; Log says Wave 79 Bucket D PR #1368,"Status header reads OPEN but Log says DONE PR #1368; AC 0/7 [x]",,Header field stale
GAP-561,phase-1-beta/closed/GAP-561-invite-staff-email-template-and-endpoint-missing.md,OPEN,0,ORPHAN_LOG,Keep in closed/ but fix Status to DONE; Wave 80 Bucket B PR closed via GAP-561b,"Status header reads OPEN but Log says 🟢 DONE 100% via GAP-561b in Wave 80 Bucket B; AC 0/9 [x]",GAP-561b,Header field stale
GAP-561b,phase-1-beta/closed/GAP-561b-invite-staff-email-template-and-fe-routes.md,OPEN,0,AMBIGUOUS_DONE,Audit needed — Status OPEN but Log claims 100% DONE; AC 6/15 [x] split,"Status header reads OPEN; Log says DONE 100% Wave 80 Bucket B; but AC only 6/21 [x] with 15 [ ] remaining",GAP-561,Mixed signals; needs human verify
GAP-563,phase-1-beta/closed/GAP-563-user-manual-content-review-standard-meta.md,OPEN,0,ORPHAN_LOG,Keep in closed/ but fix Status to DONE; Log says Wave 79 Bucket F1 PR #1371,"Status header reads OPEN but Log says DONE PR #1371 user-manual-content-standard.md v1.0.0 shipped; AC 0/20 [x]",,Header field stale
GAP-564,phase-1-beta/closed/GAP-564-security-audit-cat2-grep-evidence-enforcement.md,OPEN,0,FALSE_DONE,Revert to OPEN — file misplaced in closed/,"Status header reads OPEN; AC 0/5 [x]; Log entry says 'Rule+Enforce: deferred to fix PR (Phase 1 skill update)' — banned phrase 'deferred' without completion",,Filed but enforce pending
GAP-565,phase-1-beta/closed/GAP-565-wave-82-ec2-security-group-description-port-restriction.md,OPEN,0,AMBIGUOUS_DONE,Audit needed — Status OPEN but filed P0 BLOCKING pre-Bucket-B,"Status header reads OPEN; AC 0/7 [x]; filed Wave 82 Bucket A failure-mode matrix; uncertain if Bucket B EC2 provision shipped",,May be open pending Bucket B
GAP-568,phase-1-beta/closed/GAP-568-wave-82-be-cors-allowlist-sweep-pre-dns-flip.md,OPEN,0,AMBIGUOUS_DONE,Audit needed — Status OPEN but P0 BLOCKING DNS cutover Bucket D,"Status header reads OPEN; AC 0/8 [x]; filed Wave 82 Bucket A; gate condition specific to DNS flip readiness",,May be open pending DNS flip
GAP-569,phase-1-beta/closed/GAP-569-otel-cve-2026-45292-baggage-unbounded-memory.md,OPEN,0,AMBIGUOUS_DONE,Audit needed — Status 'OPEN (fix-PR pending merge)',"Status header reads 'OPEN (fix-PR pending merge)'; AC 0/4 [x]; await PR merge",GAP-484,Should likely be closed after PR merge
GAP-570,phase-1-beta/closed/GAP-570-spring-500-instead-of-404-post-static-not-found-incomplete.md,OPEN,0,FALSE_DONE,Revert to OPEN — file misplaced in closed/,"Status header reads OPEN; AC 0/5 [x]; Log says 'Investigate later — root cause likely gateway error wrapping vs BE controller advice missing'",,Filed but not fixed
GAP-571,phase-1-beta/closed/GAP-571-validation-endpoints-500-instead-400-pre-existing.md,OPEN,0,FALSE_DONE,Revert to OPEN — file misplaced in closed/,"Status header reads OPEN; AC 0/5 [x]; Log says 'Investigate + fix next BE wave' — explicitly deferred",,Filed but not fixed
GAP-576,phase-1-beta/closed/GAP-576-gateway-auth-routes-404-login-verify-email-password-reset.md,OPEN,0,FALSE_DONE,Revert to OPEN — file misplaced in closed/,"Status header reads 🟠 OPEN; AC 0/7 [x]; filed Phase 1 BETA acceptance walk-through 2026-05-15",GAP-577,Discovery probe with sister gap
GAP-584,phase-1-beta/closed/GAP-584-magic-link-cloudflare-cache-bypass.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 5/5 [x]; Wave 86 BE security agent MagicLinkCacheControlInterceptor shipped; both edge + origin layers verified",,Clean
GAP-585,phase-1-beta/closed/GAP-585-cookie-consent-pdpl-decree-13-granular.md,OPEN,0,FALSE_DONE,Revert to OPEN — file misplaced in closed/,"Status header reads OPEN; AC 0/8 [x]; NO Log section at all (file structure broken); P0 BLOCKER chặn Wave 86 Bucket E",,Missing Log section + OPEN status
GAP-588,phase-1-beta/closed/GAP-588-p2-onboarding-wizard-step-count-audit.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 2/2 [x] for C-AC1 primary scope; 3 deferred items moved to §Out-of-scope (PARTIAL exit ramp Option B)",,Clean Option B scope-cut
GAP-591,phase-1-beta/closed/GAP-591-cohort-retention-d7-d14-d30-framework.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 3/3 [x]; Wave 86 Bucket H framework doc shipped; Phase 1.5+ items §Out-of-scope",,Clean Option B
GAP-592,phase-1-beta/closed/GAP-592-first-response-sla-published-phase-1-beta.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 4/4 [x]; Wave 86 Bucket H SLA doc shipped + welcome email integration",GAP-586,Clean
GAP-600,phase-1-beta/closed/GAP-600-beta-request-abort-cleanup.md,OPEN,0,FALSE_DONE,Revert to OPEN — file misplaced in closed/,"Status header reads OPEN; AC 0/7 [x]; Log says 'Defer code fix Wave 88+' — explicitly deferred future work",,Filed but P1 defer
GAP-601,phase-1-beta/closed/GAP-601-wave-88-ops-readiness-audit-deferred.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 5/5 [x]; audit shipped 75/100 C; per gap-done-discipline §2 audit IS the deliverable",GAP-117;GAP-144;GAP-257;GAP-612;GAP-614,Clean
GAP-602,phase-1-beta/closed/GAP-602-pm2-ecosystem-cwd-path-mismatch.md,PARTIAL,0,FALSE_DONE,Revert to PARTIAL — file misplaced in closed/,"Status header explicitly PARTIAL; AC 0/5 [x]; manual workaround active, reboot will lose state",GAP-603,Filesystem mismatch
GAP-603,phase-1-beta/closed/GAP-603-pm2-systemd-auto-start.md,PARTIAL,0,FALSE_DONE,Revert to PARTIAL — file misplaced in closed/,"Status header explicitly PARTIAL; AC 0/6 [x]; no systemd resurrect",GAP-602,Filesystem mismatch
GAP-604,phase-1-beta/closed/GAP-604-gateway-jwt-to-headers-propagation.md,OPEN,0,FALSE_DONE,Revert to OPEN — file misplaced in closed/,"Status header reads OPEN; AC 0/7 [x]; BLOCKER cho beta cohort onboarding; Wave 89 P0 fix mandatory",,Should be OPEN
GAP-614,phase-1-beta/closed/GAP-614-wave-91-bucket-d-v60-rls-migration-verify.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 5/5 [x]; false-positive audit finding resolved via static analysis; RLS hypothesis REJECTED",,Clean
GAP-619,phase-1-beta/closed/GAP-619-wave-92-post-wave-audit-suite.md,DONE,100,VERIFIED_DONE,Keep DONE,"AC 6/6 [x]; Wave 94c shipped 5/5 audit categories + 8 new gaps + CSV/output-review-mandate updated",GAP-637;GAP-638;GAP-639;GAP-640;GAP-641;GAP-642;GAP-643;GAP-644,Clean audit closure
