gap_id,filename,current_status,current_completion,verdict,recommended_action,evidence_summary,related_gaps,notes
GAP-216,phase-1-beta/GAP-216-pdf-p95-micro-benchmark.md,OPEN,0,UNCLEAR,Verify post-Wave-5 closure status,Filed 2026-04-25 Wave 5 audit P0-2; blocks Sub-PR 5.6b; Option B soft-cap canary mentioned in log,,Worth state-check after Wave 5 closure
GAP-217,phase-1-beta/GAP-217-document-endpoints-alert-rules.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Blocked by GAP-120 Alertmanager deployment; alerts can't route without it,GAP-120,Hard-blocked dependency on alertmanager
GAP-218,phase-1-beta/GAP-218-pdf-font-missing-runbook.md,OPEN,0,UNCLEAR,Verify Sub-PR 5.6b closure,Wave 5 audit P0; ~1h work blocking 5.6b; output-review §3 mentions Sub-PR 5.6b shipped GAP-218 fix,,Likely closed; verify status flip
GAP-220,phase-1-beta/GAP-220-branding-version-snapshot-jsonb.md,OPEN,0,UPDATE_SCOPE,Adjust to PARTIAL or CLOSEABLE,GAP-033 log cites PR #533 'fix(gap-220): bind 6 jsonb columns as JDBC JSON for Postgres compatibility' shipped 2026-04-22,GAP-033,Likely shipped per cross-ref; verify and flip
GAP-222,phase-1-beta/GAP-222-outbox-bypass-policy.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Sub-PR 6.4 Phase 1+3 shipped; Phase 2 migration split to GAP-222a/b/c,GAP-222a GAP-222b GAP-222c,Clean phase-split via sister sub-gaps
GAP-223,phase-1-beta/GAP-223-ai-branding-migration-verification-governance.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Sub-PR 223.1 shipped 2026-04-26 governance scaffold; Sub-PR 223.2 GAP-006 migration deferred (Docker/Ollama unavailable),GAP-006 GAP-225 GAP-226 GAP-227 GAP-228,Properly scaffolded with infra-blocker honest deferral
GAP-231,phase-1-beta/GAP-231-api-contract-payment-invoice-zero-doc.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 7 API contract audit; scope narrowed to depth-completion per state-check; P0 business-logic tier,,API contract drift in payment domain
GAP-232,phase-1-beta/GAP-232-api-contract-attendance-zero-doc.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 7 API contract audit; scope narrowed to depth-completion,,Attendance API contract drift
GAP-233,phase-1-beta/GAP-233-api-contract-student-enrollment-zero-doc.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 7 API contract audit; scope narrowed via state-check,,Student/enrollment API contract drift
GAP-239,phase-1-beta/GAP-239-api-slo-coverage-completion.md,OPEN,0,KEEP_CURRENT,Keep OPEN,GAP-135 follow-up — ~13 controllers + governance enforcement remain,GAP-135,Polish item; P2
GAP-246,phase-1-beta/GAP-246-delete-unused-ui-calendar.md,OPEN,0,KEEP_CURRENT,Keep OPEN,P3 cleanup ~1-line PR; opportunistic,,Quick win when next FE PR touches area
GAP-247,phase-1-beta/GAP-247-hcaptcha-lazy-load-forwardref.md,OPEN,0,KEEP_CURRENT,Keep OPEN,P2 perf — ref-forwarding pattern needed; ~80KB potential headroom,,Within budget today; backlog
GAP-248,phase-1-beta/GAP-248-kc-auth-layout-provider-hoist.md,OPEN,0,KEEP_CURRENT,Keep OPEN,P2 perf bucket refactor; within budget,,Performance polish backlog
GAP-257,phase-1-beta/GAP-257-restore-drill-phase-3-quarterly.md,OPEN,0,KEEP_CURRENT,Keep OPEN,GAP-117 Phase 3 follow-up; honest deferral; gated AWS suspension (GAP-612),GAP-117 GAP-612,Quarterly DR exercise gated on AWS restoration
GAP-269a,phase-1-beta/GAP-269a-student-social-login-backend.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 49 GAP-269 PARTIAL exit-ramp sub-gap; P2 convenience UX,GAP-269,P2 sub-gap properly tracked
GAP-269b,phase-1-beta/GAP-269b-student-real-rest-endpoints.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Wave 51 Bucket B Phase 1 v1 shipped — endpoint contracts + 7 IT tests; full join logic deferred,GAP-269,Properly phase-split
GAP-288,phase-1-beta/GAP-288-onboarding-tour-solo-teacher.md,OPEN,0,KEEP_CURRENT,Keep OPEN,P1 Solo Teacher persona Wave 17; AC-ONBOARD-004 FAIL,,Persona-review P1 feature gap
GAP-289,phase-1-beta/GAP-289-quick-add-lesson-mobile.md,OPEN,0,KEEP_CURRENT,Keep OPEN,P1 Solo Teacher Wave 17 persona review; AC-OPS-001 PARTIAL,,Mobile UX gap from persona review
GAP-346,phase-1-beta/GAP-346-test-skip-audit-and-ci-warning.md,OPEN,0,KEEP_CURRENT,Keep OPEN,P1 test debt + CI warning; user-flagged Wave 18a,,Meta + Feature dual scope; force-multiplier
GAP-353,phase-1-beta/GAP-353-pdpl-cookie-consent-banner-marketing-kits.md,PENDING,0,KEEP_CURRENT,Keep PENDING,Wave 23 Layer 1-5 shipped; PENDING blocks on legal counsel review for Phase 3,GAP-353b GAP-353c GAP-353d,Legitimately PENDING legal-review per pending-legal-2026-05-11
GAP-353b-server-consent-api-audit-log,phase-1-beta/GAP-353b-server-consent-api-audit-log.md,PENDING,0,KEEP_CURRENT,Keep PENDING,Wave 25 Bucket A 8/11 AC shipped V25 + consent package; 3 deepening routed to follow-up,GAP-353 GAP-353b-followup,PDPL Phase 2 properly tracked
GAP-353b-followup-multi-device-and-audit-chain,phase-1-beta/GAP-353b-followup-multi-device-and-audit-chain.md,PENDING,0,KEEP_CURRENT,Keep PENDING,Filed at GAP-353b closure to keep parent in PARTIAL,GAP-353b,Properly tracks 3 deferred AC items
GAP-362,phase-1-beta/GAP-362-tenant-isolation-it-flake.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 19 orphan audit P1; pre-existing flake,,Test reliability issue; sit in backlog
GAP-370,phase-1-beta/GAP-370-email-transactional-infrastructure.md,PARTIAL,95,KEEP_CURRENT,Keep PARTIAL,Wave 77 Bucket A — terraform-cloudflare DNS + runbook + smoke scripts; remaining gates user-action (Resend dashboard verify + apply + warm-up),GAP-533 GAP-530,Excellent tracking; very close to DONE pending user-action
GAP-371,phase-1-beta/GAP-371-cdn-cloudflare-setup.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Wave 38 Bucket B runbook + smoke shipped; account/DNS/SSL = user-action,GAP-369,Properly tracked PARTIAL with user-action gates
GAP-374,phase-1-beta/GAP-374-tag-based-release-automation-ci.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Wave 38 Bucket A workflow + changelog shipped; notification + live tag test deferred,,Properly tracked
GAP-375,phase-1-beta/GAP-375-github-release-template-changelog-folder.md,OPEN,0,KEEP_CURRENT,Keep OPEN,P2 polish; not blocking launch,,P2 polish backlog
GAP-377,phase-1-beta/GAP-377-followup-auth-route-checks.md,OPEN,0,KEEP_CURRENT,Keep OPEN,P3 follow-up; substitutes in place,,P3 cleanup
GAP-379,phase-1-beta/GAP-379-secrets-management-rotation.md,PARTIAL,95,KEEP_CURRENT,Keep PARTIAL,Wave 84 Bucket B 2026-05-15 — Lambda + 3 secrets rotation enabled (next 2026-08-13); RDS bootstrap user-action pending,,Very close to DONE; awaits user terraform apply
GAP-380,phase-1-beta/GAP-380-staging-environment-activation.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Wave 38 Bucket D — Architecture B revision + Terraform + workflow + runbook shipped; live activation = user-action,,Code-side done; user-action deferred per release-deploy-standard
GAP-400,phase-1-beta/GAP-400-trivy-image-vulnerability-scan.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Wave 37 Bucket B Trivy + SARIF added; self-test deferred to live CI on tag push,,Properly tracked
GAP-401,phase-1-beta/GAP-401-multi-arch-docker-build-amd64-arm64.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Wave 37 Bucket B QEMU + Buildx + multi-arch in push job; live verify deferred to tag push,,Properly tracked
GAP-402,phase-1-beta/GAP-402-sbom-image-signing-cosign.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Wave 37 Bucket B Cosign + Syft SBOM added; pre-deploy verify in deploy runbook,,Properly tracked
GAP-405,phase-1-beta/GAP-405-visual-regression-baseline-playwright.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Wave 37 Bucket C spec scaffold (8 tests); baseline PNGs deferred to staging first run,,Properly tracked
GAP-408,phase-1-beta/GAP-408-jvm-heap-cap-dev-profile.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Wave 37 Bucket D JAVA_TOOL_OPTIONS defaults shipped; 27GB smoke blocked by GAP-244,GAP-244,Infra-blocker dev stack
GAP-412,phase-1-beta/GAP-412-aws-activate-founders-pack-application.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Resubmitted 2026-05-11 sau GAP-459 root-cause fix; pending approval ~2026-05-21,GAP-459,Active user-pending external dependency
GAP-413,phase-1-beta/GAP-413-aws-budgets-cost-monitoring.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Wave 37 Bucket E policy doc + runbook shipped; Terraform via GAP-395,GAP-395 GAP-446 GAP-447,Properly tracked
GAP-427,phase-1-beta/GAP-427-exchange-claim-code-undocumented.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 40 Bucket F API contract audit; doc-only fix needed,GAP-388,API contract drift; quick doc fix
GAP-428,phase-1-beta/GAP-428-prospect-public-pages-missing-kit.md,PARTIAL,70,KEEP_CURRENT,Keep PARTIAL,Wave 78 Bucket A production pages VN-polished + audit shipped; HTML kit prototype deferred,GAP-274,Properly PARTIAL with kit prototype scope deferred
GAP-429,phase-1-beta/GAP-429-transient-state-ux-skeleton-pattern.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 40 Bucket A UI Review /128 milestone audit P1; 7 screens below threshold,,UX pattern weakness across kits
GAP-434,phase-1-beta/GAP-434-loki-promtail-stack-phase2.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Wave 55 Bucket A chart-level wiring shipped; live cluster smoke gated on first deploy,GAP-115,Properly tracked Phase 2 of GAP-115
GAP-435,phase-1-beta/GAP-435-promtool-alert-rule-unit-test.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 41 Bucket A AC #4 deferral; P2 follow-up,,P2 monitoring polish
GAP-436,phase-1-beta/GAP-436-oidc-deploy-ecr-restore-roles.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Phase 1+2+3 DONE 2026-05-07 PR #993; Phase 4 checklist ready awaits first OIDC trigger verify,,Most phases shipped; Phase 4 awaits live verify
GAP-440,phase-1-beta/GAP-440-spring-boot-dep-bump-before-prod.md,PARTIAL,55,KEEP_CURRENT,Keep PARTIAL,Wave 86 Bucket B re-scope baseline scaffold + heap doc shipped; real bump defers GAP-451 upstream,GAP-451,Properly tracked with upstream Spring Boot 3.5.15 dependency
GAP-442,phase-1-beta/GAP-442-alpine-base-bump-3-24.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Wave 46 Bucket C — 10 Dockerfiles bumped to noble/trixie-slim; trivyignore cleanup awaits CI Trivy confirm,,Properly tracked; awaits CI verify
GAP-444,phase-1-beta/GAP-444-phase-4-staging-defer-to-phase-7-prod-deploy.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Phase 3 image push shipped; Phase 4 defer to Phase 7 per release-fix-retry-budget §4 pivot,,Properly tracked deferral
GAP-445,phase-1-beta/GAP-445-kc-backend-deploy-deferred-phase-7.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 2026-05-08 pivot decision; KC backend Phase 7 per ADR-025,,Architectural alignment Phase 7
GAP-447,phase-1-beta/GAP-447-right-size-ec2-post-vercel-pivot.md,PARTIAL,75,KEEP_CURRENT,Keep PARTIAL,Wave 66 Bucket Z — kh_backend DONE; Wave 70 GAP-502 escalated to t3.large; kc_app drift via GAP-450; CWAgent install user-action,GAP-450 GAP-502,Multiple phase nuances properly tracked
GAP-460,phase-1-beta/GAP-460-brand-pivot-kiteclass-me-customer-facing.md,PLANNED,10,KEEP_CURRENT,Keep PLANNED,User decided to defer to Phase 1.5+ given no resources for rebrand; Phase 1 BETA stays kitehub.me,GAP-461,Properly PLANNED awaiting Phase 1.5+ trigger
GAP-466,phase-1-beta/GAP-466-multi-tenant-postgres-rls-defense-in-depth.md,PARTIAL,75,KEEP_CURRENT,Keep PARTIAL,Wave 56 Bucket A — Phases 1-4 shipped V58/V34 + aspect + tests + docs; perf-baseline via GAP-469,GAP-469,Strong PARTIAL; perf measurement legitimate follow-up
GAP-469,phase-1-beta/GAP-469-rls-performance-baseline.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Wave 57 Bucket C — methodology + harness + runbook shipped Phase 1; staging execution Phase 2 = cutover step,GAP-466,Properly tracked
GAP-471,phase-1-beta/GAP-471-vercel-security-headers-and-cors.md,PARTIAL,75,KEEP_CURRENT,Keep PARTIAL,Wave 61 Bucket E vercel.json shipped; live curl verify deferred to Bucket A DNS cutover,,Properly tracked
GAP-473,phase-1-beta/GAP-473-aws-stack-on-demand-automation.md,PARTIAL,40,KEEP_CURRENT,Keep PARTIAL,Wave 61 Bucket D Phase 1 scripts+runbook DONE; Phase 2/3 deferred Phase 1.5/2,,Phase split properly tracked
GAP-474,phase-1-beta/GAP-474-gap-id-collision-rename-runasnonroot.md,OPEN,0,KEEP_CURRENT,Keep OPEN,P2 housekeeping; ~30 min rename + sweep,,Quick housekeeping when convenient
GAP-475,phase-1-beta/GAP-475-smoke-test-coverage-extensions.md,PARTIAL,90,KEEP_CURRENT,Keep PARTIAL,Wave 64 Bucket C — Sub-5 unblocked GAP-476 DONE; 5/6 sub-items functional; Sub-6 gated user-action TTR baseline,GAP-476 GAP-477,Excellent tracking; very close to DONE
GAP-477,phase-1-beta/GAP-477-rollback-workflow-missing.md,PARTIAL,85,KEEP_CURRENT,Keep PARTIAL,Wave 63 SHIPPED PRs #1188/1189/1190 — workflow+IAM+script+docs; user-action terraform apply + GitHub Environment + first live --execute remaining,GAP-475,Excellent tracking; awaits user-action
GAP-481,phase-1-beta/GAP-481-gateway-path-routing-404.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 64 deploy simulation probe; state-check + fix needed,,Spring Cloud Gateway routing investigation needed
GAP-502,phase-1-beta/GAP-502-rabbitmq-auth-fail-plus-oom-thrash-kh-backend.md,PARTIAL,90,KEEP_CURRENT,Keep PARTIAL,Wave 70 RC1+RC2 resolved; Wave 77 Bucket B healthcheck shipped; 3 deploy-prod debt items via GAP-506,GAP-506 GAP-504 GAP-505,Excellent PARTIAL tracking; very close to DONE
GAP-503,phase-1-beta/GAP-503-jvm-tomcat-hikari-tier-2-optimization.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Tier 2 best-practice 8 gaps; depends GAP-502 stability,GAP-502,Properly sequenced after GAP-502
GAP-506,phase-1-beta/GAP-506-deploy-prod-script-tech-debt-cluster.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 70 retro 4 residuals after GAP-504+505 fix; tech debt cluster,GAP-502 GAP-504 GAP-505,Tracked properly post-RC1+RC2 fix
GAP-508,phase-1-beta/GAP-508-production-env-config-registry-meta-gap.md,PARTIAL,75,KEEP_CURRENT,Keep PARTIAL,Phase 1 rule+registry+scan+overrides DONE; Phase 1b Wave 78 Bucket C extended; Phase 2 user-action; Phase 3 CI gate,GAP-507,Meta-gap properly phase-tracked
GAP-514,phase-1-beta/GAP-514-auth-endpoints-gateway-rate-limit.md,PARTIAL,90,KEEP_CURRENT,Keep PARTIAL,Wave 78 Bucket C 6/7 AC + AuthRouteRateLimitConfigTest; live 429 smoke post-staging deploy remaining,,Excellent tracking; live verify gated on deploy
GAP-516,phase-1-beta/GAP-516-2fa-platform-admin-totp.md,PARTIAL,80,KEEP_CURRENT,Keep PARTIAL,Wave 72b Bucket A BE + Bucket B FE wizard done; IT + end-to-end pending,,Strong PARTIAL with concrete remaining items
GAP-517,phase-1-beta/GAP-517-admin-login-new-ip-alert.md,PARTIAL,85,KEEP_CURRENT,Keep PARTIAL,Wave 72b Bucket C BE wired; Resend template config = ops follow-up,GAP-606,Strong PARTIAL; note GAP-606 missing template addresses same gap
GAP-518,phase-1-beta/GAP-518-admin-role-name-mismatch-be-fe.md,PARTIAL,90,KEEP_CURRENT,Keep PARTIAL,Wave 72a Bucket C FE code shipped + 10 test cases Wave 78 Bucket D; live browser walk pending,GAP-519,Code complete; awaits live verify
GAP-519,phase-1-beta/GAP-519-admin-dashboard-nav-missing.md,PARTIAL,80,KEEP_CURRENT,Keep PARTIAL,Wave 72a Bucket C FE sidebar nav shipped; live click-through pending,GAP-518,Code complete; awaits live verify
GAP-520,phase-1-beta/GAP-520-jwt-secret-rotation-runbook.md,PARTIAL,90,KEEP_CURRENT,Keep PARTIAL,Wave 72a Bucket B dual-key code + runbook; AWS Secret versioning at first real rotation,,Excellent PARTIAL; very close to DONE
GAP-521,phase-1-beta/GAP-521-admin-audit-log.md,PARTIAL,85,KEEP_CURRENT,Keep PARTIAL,Wave 72a Bucket B BE foundation + Wave 92 Bucket A V54 enrichment + 3 IT; remaining admin controllers + FE UI,GAP-640,Properly phased; META P1 follow-up via GAP-640
GAP-527,phase-1-beta/GAP-527-kitehub-email-actuator-health-verify.md,PARTIAL,60,KEEP_CURRENT,Keep PARTIAL,Wave 78 Bucket E — actuator config + smoke script verified; live E2E defer Plan 1 invite,,Properly tracked
GAP-530,phase-1-beta/GAP-530-email-flow-end-to-end-verify.md,PARTIAL,10,KEEP_CURRENT,Keep PARTIAL,Wave 77 Bucket A automation scripts shipped; 5-email-type live verify remains user-action,GAP-533 GAP-370,Properly tracked; gated user-action
GAP-531,phase-1-beta/GAP-531-tenant-init-handoff-end-to-end.md,PARTIAL,50,KEEP_CURRENT,Keep PARTIAL,Wave 78 Bucket E 6-step runbook shipped; live walkthrough defer Plan 1 invite,,Properly tracked
GAP-532,phase-1-beta/GAP-532-multi-tenant-tenant-switch-flow.md,OPEN,0,KEEP_CURRENT,Keep OPEN,Wave 76 Phase 1 BETA persona audit NEW-003 P3 Manager scope class,,Tenant-switch class needs verification
GAP-533,phase-1-beta/GAP-533-resend-deliverability-warmup-dkim-dmarc-spf.md,PARTIAL,80,KEEP_CURRENT,Keep PARTIAL,Wave 77 Bucket A — terraform-cloudflare + runbook + 2 smoke scripts shipped; apply + warm-up + spam-score = user-action,GAP-370 GAP-530,Properly tracked
GAP-534,phase-1-beta/GAP-534-invite-token-single-use-enforcement.md,PARTIAL,80,KEEP_CURRENT,Keep PARTIAL,Wave 77 Bucket D code+tests shipped (V39 + service + 6 tests); live verify gated on deploy,,Properly tracked
GAP-535,phase-1-beta/GAP-535-tenant-slug-normalize-vn-diacritics.md,PARTIAL,70,KEEP_CURRENT,Keep PARTIAL,Wave 77 Bucket D normalizer + V40 + 16 tests shipped; InstanceService wiring deferred,,Properly tracked with follow-up
GAP-536,phase-1-beta/GAP-536-tenant-create-idempotency-key.md,PARTIAL,65,KEEP_CURRENT,Keep PARTIAL,Wave 77 Bucket D entity+service+repo+cleanup+V41 shipped; HandlerInterceptor + FE debounce deferred,,Properly tracked with follow-up
GAP-537,phase-1-beta/GAP-537-user-manual-vietnamese-screenshots-based.md,PARTIAL,75,KEEP_CURRENT,Keep PARTIAL,Wave 79 Bucket F1 + Wave 80 Bucket D — 15 F2 sources + scripts + 10/20 screenshots; P2/P3 screenshots via GAP-537c,GAP-537c GAP-537c-followup-screenshot-capture,Properly phased multi-bucket
GAP-538,phase-1-beta/GAP-538-onboarding-checklist-sample-data-seed.md,PARTIAL,85,KEEP_CURRENT,Keep PARTIAL,Wave 78 Bucket B 85% shipped (FE + BE + V43 + tests); live verify + seed worker follow-up,,Strong PARTIAL
GAP-539,phase-1-beta/GAP-539-beta-disclaimer-banner-status-page.md,PARTIAL,90,KEEP_CURRENT,Keep PARTIAL,Wave 78 Bucket B 90% shipped FE banner + /beta-status SSR + BE controller + 6 tests; live verify gated on deploy,,Excellent PARTIAL; very close to DONE
GAP-540,phase-1-beta/GAP-540-beta-support-channel-discoverability.md,PARTIAL,80,KEEP_CURRENT,Keep PARTIAL,Wave 78 Bucket F Footer shipped; paid chat widget vendor deferred Wave 79+,,Properly tracked
GAP-541,phase-1-beta/GAP-541-customer-facing-vi-i18n-audit.md,PARTIAL,60,KEEP_CURRENT,Keep PARTIAL,Wave 78 Bucket A landing/pricing/TOS 100% VN; email body + dashboard banner sync sister buckets,GAP-539 GAP-543,Properly tracked
GAP-542,phase-1-beta/GAP-542-feedback-channel-widget-survey.md,PARTIAL,80,KEEP_CURRENT,Keep PARTIAL,Wave 78 Bucket F shipped FE widget + BE controller + V44 + scheduler digest; email template wire defer Bucket E,GAP-543,Properly tracked
GAP-543,phase-1-beta/GAP-543-email-content-audit-5-types.md,PARTIAL,40,KEEP_CURRENT,Keep PARTIAL,Wave 78 Bucket E 5 audit notes shipped; 3 templates MISSING tracked follow-up; content rewrite + plain-text Wave 79+,GAP-546,Properly tracked
GAP-544,phase-1-beta/GAP-544-subscription-integration-tests-postgres-port-5433.md,PARTIAL,80,KEEP_CURRENT,Keep PARTIAL,Wave 79 Bucket E — InstanceControllerIntegrationTest migrated to Testcontainers; CI green verify pending,GAP-244,Properly tracked
